job_title,experience_years,education_level,skills_count,industry,company_size,location,salary
Software Engineer,0,Bachelor,9,Media,Large,USA,128237
Cloud Engineer,5,Bachelor,2,Technology,Large,Germany,149156
Backend Developer,6,Bachelor,3,Manufacturing,Large,Netherlands,165758
Software Engineer,4,Bachelor,2,Retail,Large,Germany,142800
Software Engineer,2,Master,6,Technology,Large,Singapore,136549
Data Analyst,13,Bachelor,12,Technology,Enterprise,Sweden,201709
Data Analyst,5,Bachelor,19,Media,Large,India,35379
Data Scientist,5,Master,15,Technology,Small,India,37545
Backend Developer,8,High School,19,Technology,Large,USA,179919
Software Engineer,4,Bachelor,12,Education,Startup,Netherlands,113402
Data Analyst,3,PhD,18,Retail,Large,USA,142737
AI Engineer,13,Bachelor,16,Consulting,Enterprise,Netherlands,273895
Cloud Engineer,0,Bachelor,2,Education,Small,Remote,97242
Software Engineer,6,PhD,11,Retail,Enterprise,UK,234839
Backend Developer,6,PhD,12,Finance,Medium,Australia,150393
Cybersecurity Analyst,3,Bachelor,5,Finance,Enterprise,Sweden,135666
Machine Learning Engineer,4,Bachelor,6,Finance,Large,UK,166086
Frontend Developer,12,Bachelor,11,Technology,Medium,India,56831
Business Analyst,2,Master,10,Technology,Large,Singapore,98919
Cloud Engineer,8,High School,4,Healthcare,Large,USA,138788
Software Engineer,5,Bachelor,9,Consulting,Large,USA,159788
Cybersecurity Analyst,7,Bachelor,12,Healthcare,Medium,UK,144272
Software Engineer,6,Diploma,10,Finance,Large,Germany,129478
Frontend Developer,0,Bachelor,14,Technology,Startup,India,26707
DevOps Engineer,2,Diploma,5,Technology,Large,USA,153267
Software Engineer,2,Bachelor,1,Education,Large,USA,128661
Software Engineer,2,Bachelor,5,Telecom,Large,UK,125340
Frontend Developer,3,Bachelor,16,Education,Large,Germany,148014
Backend Developer,5,Bachelor,5,Finance,Large,Canada,202456
Frontend Developer,9,Master,5,Education,Small,India,53257
Data Analyst,1,Bachelor,18,Healthcare,Medium,Germany,91782
DevOps Engineer,5,PhD,6,Technology,Large,India,75173
AI Engineer,6,Master,18,Consulting,Startup,USA,183619
Frontend Developer,10,Bachelor,10,Technology,Medium,Singapore,317463
Business Analyst,14,Master,15,Media,Medium,India,36457
Software Engineer,4,Diploma,11,Consulting,Large,USA,141433
Software Engineer,2,Master,19,Technology,Large,India,49058
AI Engineer,6,Master,13,Technology,Large,India,83329
Data Scientist,2,PhD,20,Education,Large,USA,228079
DevOps Engineer,6,Bachelor,3,Consulting,Large,USA,262141
Cybersecurity Analyst,2,Bachelor,16,Education,Large,India,44585
Cloud Engineer,7,Bachelor,7,Technology,Startup,UK,130403
Data Scientist,2,Bachelor,12,Technology,Large,USA,168399
Cloud Engineer,13,High School,15,Technology,Large,Remote,244780
Cloud Engineer,5,Bachelor,8,Telecom,Large,USA,223271
Data Scientist,1,Bachelor,17,Consulting,Large,India,88102
Backend Developer,9,Bachelor,1,Technology,Enterprise,India,33969
DevOps Engineer,4,Master,8,Education,Medium,UK,171235
Data Analyst,7,Bachelor,14,Telecom,Enterprise,India,43132
Software Engineer,9,Bachelor,10,Manufacturing,Enterprise,Canada,179093
Frontend Developer,5,Master,19,Healthcare,Startup,USA,155818
Data Scientist,1,Bachelor,8,Healthcare,Medium,UK,153206
Data Analyst,5,PhD,19,Consulting,Large,USA,216508
Business Analyst,12,Bachelor,4,Technology,Small,UK,105881
Software Engineer,4,Diploma,10,Manufacturing,Medium,USA,122736
Software Engineer,6,Diploma,3,Consulting,Large,Netherlands,109386
Software Engineer,2,High School,4,Telecom,Medium,India,31796
Data Scientist,1,Bachelor,16,Finance,Small,Australia,95757
Business Analyst,4,Bachelor,4,Consulting,Startup,India,30086
Data Analyst,5,Bachelor,20,Healthcare,Enterprise,USA,180789
Data Analyst,10,Bachelor,20,Retail,Enterprise,USA,201422
Software Engineer,5,Bachelor,13,Government,Medium,USA,132461
Software Engineer,10,Diploma,17,Manufacturing,Large,USA,350000
Software Engineer,3,Bachelor,16,Technology,Medium,Canada,105476
Software Engineer,1,Bachelor,17,Finance,Large,Australia,123693
Frontend Developer,7,Bachelor,6,Education,Medium,Netherlands,138725
DevOps Engineer,13,Master,3,Telecom,Small,India,80124
Frontend Developer,3,Bachelor,20,Healthcare,Enterprise,USA,187498
Software Engineer,7,Diploma,4,Technology,Large,UK,125620
AI Engineer,8,Bachelor,8,Technology,Enterprise,India,110450
Software Engineer,4,Bachelor,20,Technology,Enterprise,USA,199391
DevOps Engineer,8,High School,9,Education,Large,UK,124652
Backend Developer,6,Diploma,1,Technology,Medium,USA,177627
Frontend Developer,8,Bachelor,13,Technology,Medium,USA,179730
Backend Developer,7,Bachelor,2,Media,Large,India,50018
Business Analyst,4,High School,10,Consulting,Small,Singapore,57632
Data Analyst,5,Bachelor,19,Government,Large,USA,154427
DevOps Engineer,10,Bachelor,17,Technology,Medium,UK,213006
Backend Developer,5,High School,13,Technology,Large,Sweden,113584
Machine Learning Engineer,2,Bachelor,14,Technology,Enterprise,Sweden,154658
DevOps Engineer,4,Bachelor,11,Technology,Small,USA,165318
Business Analyst,6,Bachelor,10,Retail,Large,Canada,121818
Cloud Engineer,10,Bachelor,7,Technology,Medium,USA,222040
AI Engineer,1,Bachelor,10,Technology,Medium,USA,176598
Cloud Engineer,4,Diploma,1,Technology,Enterprise,UK,158997
Software Engineer,9,Diploma,14,Manufacturing,Large,Australia,121790
Cloud Engineer,2,PhD,3,Finance,Large,Netherlands,247452
Data Scientist,2,Bachelor,13,Consulting,Large,Germany,155095
AI Engineer,5,Bachelor,2,Consulting,Large,USA,213226
Data Analyst,1,Bachelor,17,Consulting,Medium,Remote,88635
Data Analyst,15,PhD,3,Technology,Medium,India,74240
Data Scientist,6,Diploma,15,Consulting,Large,Netherlands,123810
Software Engineer,7,Bachelor,8,Technology,Startup,Sweden,129241
Cloud Engineer,11,Master,6,Consulting,Large,USA,232699
Cloud Engineer,21,PhD,9,Technology,Large,Remote,350000
Software Engineer,4,Bachelor,11,Finance,Large,USA,159336
Frontend Developer,1,Bachelor,2,Technology,Large,USA,142454
Software Engineer,6,Bachelor,9,Consulting,Large,UK,144442
Data Scientist,2,High School,18,Manufacturing,Startup,Sweden,98267
Backend Developer,1,Bachelor,19,Education,Medium,India,25000
Cybersecurity Analyst,3,Master,18,Finance,Startup,USA,142924
Software Engineer,4,PhD,5,Technology,Enterprise,India,62732
Frontend Developer,11,Diploma,18,Consulting,Medium,Sweden,110485
Data Scientist,15,Bachelor,12,Consulting,Large,UK,203943
Software Engineer,2,Diploma,4,Technology,Medium,USA,125108
Backend Developer,3,Bachelor,15,Technology,Medium,Canada,164676
Software Engineer,7,Bachelor,11,Retail,Medium,India,36940
Software Engineer,8,Master,19,Technology,Small,Remote,122553
Data Scientist,2,Diploma,5,Technology,Medium,Singapore,130712
AI Engineer,9,PhD,6,Manufacturing,Large,India,75868
Software Engineer,2,Diploma,13,Technology,Large,USA,157648
Data Analyst,2,Diploma,10,Technology,Medium,Canada,71509
Cloud Engineer,7,Diploma,14,Retail,Large,USA,194639
Backend Developer,11,Bachelor,4,Technology,Large,India,69199
DevOps Engineer,6,Bachelor,20,Technology,Medium,Canada,131081
Software Engineer,5,Master,12,Technology,Enterprise,Australia,218276
Data Scientist,4,Master,15,Telecom,Startup,USA,216975
Cybersecurity Analyst,5,Bachelor,10,Technology,Large,Sweden,112755
Frontend Developer,4,Bachelor,11,Technology,Enterprise,India,53362
Business Analyst,7,Master,9,Technology,Large,USA,165678
Software Engineer,5,High School,11,Finance,Medium,Canada,119315
Frontend Developer,20,Bachelor,2,Technology,Large,USA,318896
Backend Developer,6,PhD,13,Healthcare,Large,India,51692
Frontend Developer,4,PhD,8,Healthcare,Enterprise,USA,235824
DevOps Engineer,2,Bachelor,8,Finance,Startup,UK,123211
Software Engineer,2,Diploma,1,Healthcare,Medium,Singapore,111151
Data Analyst,6,Bachelor,6,Media,Enterprise,USA,133721
Backend Developer,3,Bachelor,13,Technology,Large,USA,205926
Cloud Engineer,5,Diploma,9,Healthcare,Medium,USA,139510
Cloud Engineer,11,Master,6,Technology,Medium,Germany,249090
Backend Developer,1,High School,15,Consulting,Large,India,30160
Data Scientist,4,Master,16,Healthcare,Large,USA,207081
Software Engineer,1,Bachelor,4,Technology,Large,UK,143493
Software Engineer,5,Bachelor,17,Technology,Large,USA,160063
Software Engineer,1,PhD,9,Consulting,Large,Sweden,163878
Software Engineer,1,Bachelor,12,Finance,Enterprise,Germany,123142
AI Engineer,14,Bachelor,19,Media,Medium,UK,185849
Cloud Engineer,2,Bachelor,20,Retail,Large,USA,225972
Data Analyst,2,Bachelor,12,Education,Large,USA,137416
Data Scientist,11,Diploma,6,Healthcare,Small,India,47635
Software Engineer,2,Diploma,12,Education,Enterprise,India,35373
Software Engineer,6,High School,9,Technology,Medium,Germany,75240
Software Engineer,6,Bachelor,20,Technology,Large,UK,200099
DevOps Engineer,9,Diploma,5,Technology,Large,USA,239077
Data Analyst,1,Bachelor,3,Technology,Enterprise,USA,145945
Cloud Engineer,2,Bachelor,2,Retail,Large,USA,199028
DevOps Engineer,2,Bachelor,8,Media,Large,USA,177287
Cloud Engineer,2,Bachelor,10,Technology,Large,USA,188681
Software Engineer,8,Master,15,Media,Medium,India,71628
Machine Learning Engineer,6,Master,9,Government,Enterprise,Sweden,210645
Software Engineer,7,Diploma,10,Manufacturing,Medium,Netherlands,129932
Frontend Developer,1,Master,11,Technology,Large,Australia,95906
Software Engineer,5,Bachelor,9,Finance,Large,USA,228978
Backend Developer,13,Bachelor,14,Finance,Enterprise,Canada,180162
Machine Learning Engineer,18,Bachelor,5,Consulting,Large,Singapore,350000
Backend Developer,3,Diploma,9,Consulting,Enterprise,Germany,140014
AI Engineer,9,Bachelor,4,Technology,Medium,Remote,272479
Software Engineer,2,Bachelor,2,Technology,Startup,Germany,102076
Backend Developer,1,High School,19,Telecom,Startup,Australia,73963
Business Analyst,1,High School,1,Government,Medium,Singapore,52612
Product Manager,11,Bachelor,1,Finance,Medium,India,58816
DevOps Engineer,3,Bachelor,12,Healthcare,Large,Canada,230165
Machine Learning Engineer,3,PhD,11,Finance,Medium,India,63765
Data Analyst,8,Bachelor,1,Technology,Medium,Canada,116173
Backend Developer,1,Master,14,Technology,Startup,USA,141829
Software Engineer,7,Bachelor,11,Healthcare,Medium,USA,202509
Business Analyst,4,High School,7,Education,Large,India,25000
Software Engineer,17,Master,2,Finance,Small,USA,222626
Software Engineer,3,Bachelor,15,Finance,Enterprise,UK,166307
DevOps Engineer,4,Bachelor,8,Technology,Large,USA,249839
Data Analyst,1,Bachelor,20,Retail,Medium,Remote,87378
Software Engineer,19,Master,15,Healthcare,Enterprise,USA,350000
Data Analyst,3,Bachelor,8,Retail,Startup,India,31826
Software Engineer,15,Master,10,Technology,Medium,USA,316354
Software Engineer,0,Bachelor,19,Media,Medium,UK,89065
Software Engineer,6,Diploma,3,Education,Startup,Germany,120074
Software Engineer,18,Bachelor,20,Technology,Medium,USA,266461
Data Analyst,2,High School,14,Telecom,Medium,USA,92218
Data Analyst,5,High School,9,Government,Large,UK,109273
Data Analyst,12,Diploma,9,Finance,Medium,India,36307
Frontend Developer,3,Diploma,6,Technology,Medium,USA,169046
Data Analyst,1,Master,8,Technology,Medium,USA,125302
Frontend Developer,3,Bachelor,11,Finance,Large,Canada,130783
Software Engineer,6,Master,8,Technology,Large,USA,338003
DevOps Engineer,6,Master,12,Education,Medium,Canada,199125
Backend Developer,8,Bachelor,10,Telecom,Large,USA,213895
Software Engineer,2,Master,4,Education,Startup,USA,149680
AI Engineer,17,Bachelor,16,Healthcare,Medium,Canada,308897
Backend Developer,2,Diploma,20,Media,Large,UK,110599
Cloud Engineer,5,Bachelor,6,Technology,Large,India,51743
Software Engineer,6,Bachelor,9,Technology,Medium,Canada,144638
Cloud Engineer,5,Diploma,5,Technology,Medium,India,31167
Data Analyst,1,Bachelor,6,Technology,Medium,USA,108410
Cloud Engineer,12,Bachelor,17,Finance,Enterprise,Singapore,219052
Software Engineer,3,Bachelor,17,Finance,Large,Canada,173451
DevOps Engineer,6,Diploma,13,Finance,Medium,USA,154889
Data Analyst,5,Bachelor,17,Technology,Enterprise,India,32407
Software Engineer,5,Bachelor,14,Manufacturing,Small,USA,123893
Software Engineer,1,Master,2,Technology,Startup,Canada,137868
Cloud Engineer,2,Bachelor,19,Healthcare,Large,India,41460
Data Scientist,6,Bachelor,3,Finance,Medium,India,49789
Backend Developer,1,High School,2,Technology,Medium,Germany,76586
Frontend Developer,4,Master,2,Manufacturing,Enterprise,India,50073
Data Analyst,5,Bachelor,7,Technology,Large,India,32809
Machine Learning Engineer,7,Master,4,Finance,Large,Canada,224534
Software Engineer,5,High School,17,Healthcare,Medium,India,38022
Cybersecurity Analyst,4,Bachelor,6,Government,Startup,UK,143134
Data Scientist,6,Bachelor,7,Consulting,Medium,Canada,198157
Cybersecurity Analyst,4,Bachelor,20,Media,Medium,USA,198794
Software Engineer,2,Master,6,Manufacturing,Medium,Germany,85157
Data Analyst,3,Diploma,9,Retail,Medium,USA,102885
Software Engineer,6,Bachelor,20,Finance,Small,USA,143341
Data Analyst,4,PhD,4,Education,Medium,USA,178003
Machine Learning Engineer,23,Bachelor,5,Telecom,Medium,India,88134
Software Engineer,1,Master,19,Finance,Enterprise,UK,132472
Backend Developer,6,Bachelor,10,Technology,Enterprise,Canada,142647
Software Engineer,7,Diploma,18,Technology,Large,Canada,160687
Backend Developer,5,Master,15,Healthcare,Medium,USA,204681
Software Engineer,3,Diploma,1,Technology,Enterprise,UK,145468
Backend Developer,4,Bachelor,5,Technology,Enterprise,India,42370
Backend Developer,4,Bachelor,5,Government,Medium,USA,211315
Software Engineer,13,Bachelor,8,Technology,Large,UK,265729
Machine Learning Engineer,0,Master,20,Technology,Large,India,58336
AI Engineer,2,Master,15,Manufacturing,Small,Remote,203205
Software Engineer,6,PhD,17,Education,Medium,USA,161997
Data Analyst,10,Master,19,Technology,Small,India,29844
Backend Developer,2,Bachelor,13,Technology,Startup,Sweden,107624
AI Engineer,1,Master,10,Government,Medium,UK,148073
Frontend Developer,4,Bachelor,17,Consulting,Enterprise,USA,186752
AI Engineer,2,Bachelor,5,Consulting,Startup,USA,174259
Cybersecurity Analyst,4,Bachelor,18,Finance,Startup,USA,128497
Software Engineer,2,Bachelor,17,Technology,Large,USA,161824
Data Analyst,7,PhD,4,Technology,Large,Sweden,173587
Backend Developer,2,Bachelor,7,Media,Medium,India,40684
Backend Developer,0,High School,5,Healthcare,Medium,India,28181
DevOps Engineer,7,High School,8,Technology,Medium,USA,176546
Backend Developer,4,Master,8,Finance,Large,Canada,187691
Cybersecurity Analyst,3,Bachelor,11,Technology,Large,India,50784
Data Scientist,3,High School,9,Finance,Large,Canada,134891
Frontend Developer,5,Master,19,Finance,Large,UK,151110
Product Manager,1,Master,19,Technology,Small,Canada,113978
DevOps Engineer,1,Diploma,9,Technology,Medium,India,29439
Backend Developer,2,PhD,20,Healthcare,Medium,Sweden,119908
Software Engineer,3,Diploma,17,Telecom,Large,Australia,108738
Data Analyst,2,Master,16,Consulting,Medium,USA,133423
Data Analyst,13,Bachelor,7,Technology,Enterprise,India,64532
DevOps Engineer,2,Bachelor,3,Healthcare,Startup,USA,160249
Data Analyst,5,Master,19,Finance,Large,India,41723
Data Analyst,6,PhD,8,Consulting,Enterprise,USA,242615
Software Engineer,11,Bachelor,5,Healthcare,Enterprise,USA,306769
Business Analyst,15,Bachelor,6,Technology,Large,UK,171327
Frontend Developer,19,Bachelor,2,Government,Enterprise,USA,344254
DevOps Engineer,10,PhD,19,Technology,Startup,USA,314529
DevOps Engineer,9,Master,13,Education,Startup,USA,259053
Cloud Engineer,2,Bachelor,6,Technology,Enterprise,India,55985
Frontend Developer,7,Bachelor,6,Technology,Large,USA,205412
Backend Developer,4,Bachelor,2,Technology,Small,USA,237179
Data Scientist,4,Bachelor,5,Technology,Medium,UK,144854
Software Engineer,3,Bachelor,11,Healthcare,Large,USA,163894
Software Engineer,1,Master,11,Healthcare,Medium,UK,143434
Data Analyst,3,Bachelor,14,Finance,Enterprise,India,31931
Cybersecurity Analyst,2,Master,13,Media,Large,Canada,206730
DevOps Engineer,0,Master,8,Media,Medium,USA,158019
Product Manager,12,Bachelor,15,Technology,Large,USA,350000
Data Scientist,5,PhD,12,Education,Large,India,62067
Software Engineer,5,Master,3,Finance,Medium,India,49191
Data Scientist,4,Bachelor,5,Finance,Enterprise,India,58866
AI Engineer,10,Diploma,6,Finance,Enterprise,India,70844
Backend Developer,5,Bachelor,2,Technology,Large,UK,178250
Cybersecurity Analyst,12,Diploma,8,Technology,Enterprise,Germany,141603
Software Engineer,7,Diploma,5,Telecom,Startup,USA,140353
Frontend Developer,2,Bachelor,17,Manufacturing,Enterprise,Australia,157010
Data Scientist,11,Bachelor,2,Technology,Large,Remote,271897
Data Analyst,6,Bachelor,11,Finance,Small,UK,78428
Cloud Engineer,4,Bachelor,4,Media,Small,USA,153508
Software Engineer,9,High School,11,Technology,Large,India,40048
Frontend Developer,5,High School,9,Technology,Small,USA,88396
Cloud Engineer,8,Bachelor,6,Retail,Large,Remote,181599
Software Engineer,1,Master,2,Technology,Enterprise,UK,112602
Software Engineer,5,Master,15,Education,Medium,USA,253678
AI Engineer,2,Master,5,Healthcare,Medium,USA,251097
Data Analyst,18,Bachelor,12,Education,Medium,Remote,133323
Data Analyst,12,Diploma,13,Technology,Enterprise,UK,161166
Backend Developer,5,Bachelor,17,Technology,Large,USA,172503
Frontend Developer,11,High School,4,Media,Enterprise,Germany,170448
Data Analyst,2,Bachelor,10,Finance,Large,USA,117327
Data Analyst,3,Master,1,Manufacturing,Large,UK,117780
Data Analyst,0,PhD,11,Technology,Medium,UK,91101
Cloud Engineer,7,Bachelor,16,Technology,Large,India,57184
Data Analyst,0,Bachelor,11,Technology,Large,Singapore,110196
Backend Developer,3,Bachelor,9,Technology,Large,Netherlands,149744
Software Engineer,1,Bachelor,2,Technology,Small,USA,122472
Software Engineer,10,High School,7,Consulting,Enterprise,India,112423
Frontend Developer,17,Bachelor,19,Technology,Enterprise,Germany,167557
Frontend Developer,8,Bachelor,18,Technology,Large,India,46466
Software Engineer,7,Diploma,20,Technology,Large,Remote,190838
Data Analyst,5,Bachelor,7,Healthcare,Large,Sweden,119495
Data Analyst,5,PhD,9,Technology,Large,India,45628
Backend Developer,2,Master,12,Technology,Large,Singapore,106084
